country,year,emissions,v2x_libdem,v2pstpar_ord,v2x_regime,region,gdp_pc,regime
Guinea,2000,1640,0.108,Unified party control,Electoral Autocracy,Africa,363.4823,Electoral Autocracy
Guinea,2001,1720,0.109,Unified party control,Electoral Autocracy,Africa,336.1540,Electoral Autocracy
Guinea,2002,1800,0.108,Unified party control,Electoral Autocracy,Africa,343.6026,Electoral Autocracy
Guinea,2003,1880,0.117,Unified party control,Electoral Autocracy,Africa,393.7397,Electoral Autocracy
Guinea,2004,1940,0.116,Unified party control,Electoral Autocracy,Africa,407.3010,Electoral Autocracy
Guinea,2005,1830,0.115,Unified party control,Electoral Autocracy,Africa,322.4155,Electoral Autocracy
Guinea,2006,1890,0.117,Unified party control,Electoral Autocracy,Africa,453.4037,Electoral Autocracy
Guinea,2007,1970,0.123,Unified party control,Electoral Autocracy,Africa,659.9929,Electoral Autocracy
Guinea,2008,2190,0.111,Unified party control,Electoral Autocracy,Africa,715.0965,Electoral Autocracy
Guinea,2009,2260,0.059,Divided party control,Closed Autocracy,Africa,674.0855,Closed Autocracy
Guinea,2010,2600,0.103,Divided party control,Electoral Autocracy,Africa,672.4249,Electoral Autocracy
Guinea,2011,2780,0.138,Divided party control,Electoral Autocracy,Africa,651.1361,Electoral Autocracy
Guinea,2012,2580,0.138,Divided party control,Electoral Autocracy,Africa,717.0505,Electoral Autocracy
Guinea,2013,2300,0.136,Divided party control,Electoral Autocracy,Africa,769.0032,Electoral Autocracy
Guinea,2014,2450,0.204,Divided party control,Electoral Autocracy,Africa,787.2386,Electoral Autocracy
Guinea-Bissau,1991,176,0.054,Unified party control,Closed Autocracy,Africa,257.7892,Closed Autocracy
Guinea-Bissau,1992,180,0.062,Unified party control,Closed Autocracy,Africa,221.7992,Closed Autocracy
Guinea-Bissau,1993,183,0.087,Unified party control,Closed Autocracy,Africa,227.0232,Closed Autocracy
Guinea-Bissau,1994,183,0.145,Divided party control,Electoral Autocracy,Africa,220.9604,Electoral Autocracy
Guinea-Bissau,1995,183,0.221,Divided party control,Electoral Autocracy,Africa,233.2433,Electoral Autocracy
Guinea-Bissau,1996,183,0.221,Divided party control,Electoral Autocracy,Africa,243.4383,Electoral Autocracy
Guinea-Bissau,1997,202,0.220,Divided party control,Electoral Autocracy,Africa,237.1301,Electoral Autocracy
Guinea-Bissau,1998,172,0.220,Divided party control,Electoral Autocracy,Africa,178.8484,Electoral Autocracy
Guinea-Bissau,1999,194,0.217,Divided party control,Electoral Autocracy,Africa,190.6723,Electoral Autocracy
Guinea-Bissau,2000,147,0.241,Unified party control,Electoral Autocracy,Africa,308.9103,Electoral Autocracy
Guinea-Bissau,2001,150,0.253,Unified party control,Electoral Autocracy,Africa,319.9574,Electoral Autocracy
Guinea-Bissau,2002,154,0.267,Unified party control,Electoral Autocracy,Africa,333.0586,Electoral Autocracy
Guinea-Bissau,2003,194,0.125,Unified party control,Electoral Autocracy,Africa,372.0562,Electoral Autocracy
Guinea-Bissau,2004,202,0.233,Divided party control,Electoral Autocracy,Africa,405.0751,Electoral Autocracy
Guinea-Bissau,2005,213,0.284,Divided party control,Electoral Autocracy,Africa,436.4752,Electoral Autocracy
Guinea-Bissau,2006,216,0.284,Divided party control,Electoral Autocracy,Africa,430.0039,Electoral Autocracy
Guinea-Bissau,2007,231,0.283,Divided party control,Electoral Autocracy,Africa,493.7220,Electoral Autocracy
Guinea-Bissau,2008,227,0.249,Divided party control,Electoral Autocracy,Africa,599.9952,Electoral Autocracy
Guinea-Bissau,2009,235,0.290,Divided party control,Electoral Autocracy,Africa,559.4146,Electoral Autocracy
Guinea-Bissau,2010,238,0.291,Divided party control,Electoral Autocracy,Africa,558.1747,Electoral Autocracy
Guinea-Bissau,2011,246,0.285,Divided party control,Electoral Autocracy,Africa,703.6606,Electoral Autocracy
Guinea-Bissau,2012,253,0.188,Divided party control,Electoral Autocracy,Africa,616.3757,Electoral Autocracy
Guinea-Bissau,2013,257,0.212,Divided party control,Closed Autocracy,Africa,634.6620,Closed Autocracy
Guinea-Bissau,2014,271,0.296,Divided party control,Electoral Autocracy,Africa,623.3131,Electoral Autocracy
Guya,1991,1110,0.219,Unified party control,Electoral Autocracy,Americas,468.1583,Electoral Autocracy
Guya,1992,1050,0.240,Divided party control,Electoral Autocracy,Americas,499.0317,Electoral Autocracy
Guya,1993,1050,0.313,Divided party control,Electoral Autocracy,Americas,602.1439,Electoral Autocracy
Guya,1994,1390,0.315,Divided party control,Electoral Autocracy,Americas,712.7129,Electoral Autocracy
Guya,1995,1460,0.315,Divided party control,Electoral Autocracy,Americas,816.5354,Electoral Autocracy
Guya,1996,1520,0.315,Divided party control,Electoral Autocracy,Americas,927.1886,Electoral Autocracy
Guya,1997,1590,0.319,Divided party control,Electoral Autocracy,Americas,988.3413,Electoral Autocracy
Guya,1998,1660,0.357,Divided party control,Electoral Democracy,Americas,951.9125,Electoral Democracy
Guya,1999,1680,0.355,Divided party control,Electoral Democracy,Americas,926.7403,Electoral Democracy
Guya,2000,1610,0.350,Divided party control,Electoral Democracy,Americas,954.4003,Electoral Democracy
Guya,2001,1600,0.371,Divided party control,Electoral Democracy,Americas,955.6654,Electoral Democracy
Guya,2002,1580,0.375,Divided party control,Electoral Democracy,Americas,974.9492,Electoral Democracy
Guya,2003,1570,0.388,Divided party control,Electoral Democracy,Americas,997.2114,Electoral Democracy
Guya,2004,1630,0.387,Divided party control,Electoral Democracy,Americas,1056.4239,Electoral Democracy
Guya,2005,1440,0.387,Divided party control,Electoral Democracy,Americas,1105.5068,Electoral Democracy
Guya,2006,1290,0.387,Divided party control,Electoral Democracy,Americas,3188.6732,Electoral Democracy
Guya,2007,1560,0.387,Divided party control,Electoral Democracy,Americas,3658.4770,Electoral Democracy
Guya,2008,1560,0.386,Divided party control,Electoral Democracy,Americas,4050.7882,Electoral Democracy
Guya,2009,1570,0.386,Divided party control,Electoral Democracy,Americas,4233.7644,Electoral Democracy
Guya,2010,1720,0.391,Divided party control,Electoral Democracy,Americas,4580.6991,Electoral Democracy
Guya,2011,1780,0.387,Divided party control,Electoral Democracy,Americas,4908.5670,Electoral Democracy
Guya,2012,1990,0.393,Divided party control,Electoral Democracy,Americas,5378.8120,Electoral Democracy
Guya,2013,1940,0.407,Divided party control,Electoral Democracy,Americas,5489.1428,Electoral Democracy
Guya,2014,2010,0.408,Divided party control,Electoral Democracy,Americas,5407.1537,Electoral Democracy
Haiti,1991,997,0.159,Divided party control,Electoral Autocracy,Americas,483.8736,Electoral Autocracy
Haiti,1992,909,0.083,Unified coalition control,Closed Autocracy,Americas,308.3714,Closed Autocracy
Haiti,1993,664,0.090,Unified coalition control,Closed Autocracy,Americas,251.7529,Closed Autocracy
Haiti,1994,301,0.109,Divided party control,Closed Autocracy,Americas,285.1189,Closed Autocracy
Haiti,1995,902,0.238,Divided party control,Electoral Autocracy,Americas,363.2655,Electoral Autocracy
Haiti,1996,1030,0.280,Divided party control,Electoral Autocracy,Americas,368.6319,Electoral Autocracy
Haiti,1997,1370,0.288,Divided party control,Electoral Autocracy,Americas,415.7707,Electoral Autocracy
Haiti,1998,1230,0.289,Divided party control,Electoral Autocracy,Americas,455.5419,Electoral Autocracy
Haiti,1999,1330,0.282,Divided party control,Electoral Autocracy,Americas,499.3030,Electoral Autocracy
Haiti,2000,1370,0.270,Divided party control,Electoral Autocracy,Americas,811.5344,Electoral Autocracy
Haiti,2001,1570,0.270,Divided party control,Electoral Autocracy,Americas,739.3482,Electoral Autocracy
Haiti,2002,1830,0.268,Divided party control,Electoral Autocracy,Americas,697.5971,Electoral Autocracy
Haiti,2003,1730,0.262,Divided party control,Electoral Autocracy,Americas,561.8177,Electoral Autocracy
Haiti,2004,1990,0.098,Divided party control,Electoral Autocracy,Americas,663.7943,Electoral Autocracy
Haiti,2005,2080,0.093,Divided party control,Closed Autocracy,Americas,766.6920,Closed Autocracy
Haiti,2006,2110,0.214,Unified coalition control,Electoral Autocracy,Americas,792.8260,Electoral Autocracy
Haiti,2007,2390,0.299,Unified coalition control,Electoral Autocracy,Americas,981.1105,Electoral Autocracy
Haiti,2008,2400,0.300,Unified coalition control,Electoral Autocracy,Americas,1076.7024,Electoral Autocracy
Haiti,2009,2270,0.294,Unified coalition control,Electoral Autocracy,Americas,1150.2111,Electoral Autocracy
Haiti,2010,2130,0.274,Unified coalition control,Electoral Autocracy,Americas,1172.0990,Electoral Autocracy
Haiti,2011,2220,0.262,Divided party control,Electoral Autocracy,Americas,1287.9541,Electoral Autocracy
Haiti,2012,2310,0.267,Divided party control,Electoral Autocracy,Americas,1337.3365,Electoral Autocracy
Haiti,2013,2410,0.263,Divided party control,Electoral Autocracy,Americas,1393.9561,Electoral Autocracy
Haiti,2014,2860,0.263,Divided party control,Electoral Autocracy,Americas,1402.1003,Electoral Autocracy
Honduras,1991,2700,0.270,Unified party control,Electoral Democracy,Americas,911.7550,Electoral Democracy
Honduras,1992,3080,0.275,Unified party control,Electoral Democracy,Americas,942.6129,Electoral Democracy
Honduras,1993,2850,0.272,Unified party control,Electoral Democracy,Americas,913.3016,Electoral Democracy
Honduras,1994,3340,0.292,Unified party control,Electoral Democracy,Americas,836.6024,Electoral Democracy
Honduras,1995,3880,0.306,Unified party control,Electoral Democracy,Americas,936.6677,Electoral Democracy
Honduras,1996,3960,0.310,Unified party control,Electoral Democracy,Americas,887.6926,Electoral Democracy
Honduras,1997,4160,0.312,Unified party control,Electoral Democracy,Americas,948.9548,Electoral Democracy
Honduras,1998,4650,0.315,Unified party control,Electoral Democracy,Americas,1023.4607,Electoral Democracy
Honduras,1999,4740,0.322,Unified party control,Electoral Democracy,Americas,1002.7169,Electoral Democracy
Honduras,2000,5030,0.330,Unified party control,Electoral Democracy,Americas,1093.1081,Electoral Democracy
Honduras,2001,5710,0.333,Unified party control,Electoral Democracy,Americas,1133.1864,Electoral Democracy
Honduras,2002,6090,0.334,Unified party control,Electoral Democracy,Americas,1134.0644,Electoral Democracy
Honduras,2003,6770,0.338,Unified party control,Electoral Democracy,Americas,1158.1781,Electoral Democracy
Honduras,2004,7370,0.338,Unified party control,Electoral Democracy,Americas,1217.8180,Electoral Democracy
Honduras,2005,7550,0.337,Unified party control,Electoral Democracy,Americas,1308.0920,Electoral Democracy
Honduras,2006,7010,0.317,Unified party control,Electoral Democracy,Americas,1430.0576,Electoral Democracy
Honduras,2007,8780,0.318,Unified party control,Electoral Democracy,Americas,1583.0475,Electoral Democracy
Honduras,2008,8670,0.323,Unified party control,Electoral Democracy,Americas,1739.3534,Electoral Democracy
Honduras,2009,7870,0.297,Unified party control,Electoral Autocracy,Americas,1789.7056,Electoral Autocracy
Honduras,2010,7980,0.244,Unified party control,Electoral Autocracy,Americas,1904.3472,Electoral Autocracy
Honduras,2011,8950,0.252,Unified party control,Electoral Autocracy,Americas,2088.3155,Electoral Autocracy
Honduras,2012,8980,0.242,Unified party control,Electoral Autocracy,Americas,2144.3424,Electoral Autocracy
Honduras,2013,9060,0.260,Unified party control,Electoral Autocracy,Americas,2102.5924,Electoral Autocracy
Honduras,2014,9470,0.279,Unified party control,Electoral Autocracy,Americas,2206.0544,Electoral Autocracy
Hungary,1991,66600,0.771,Unified coalition control,Liberal Democracy,Europe,3350.2583,Liberal Democracy
Hungary,1992,60400,0.771,Unified coalition control,Liberal Democracy,Europe,3735.1058,Liberal Democracy
Hungary,1993,61900,0.771,Unified coalition control,Liberal Democracy,Europe,3873.9877,Liberal Democracy
Hungary,1994,58900,0.770,Unified coalition control,Liberal Democracy,Europe,4173.3730,Liberal Democracy
Hungary,1995,60400,0.772,Unified coalition control,Liberal Democracy,Europe,4494.7076,Liberal Democracy
Hungary,1996,62100,0.772,Unified coalition control,Liberal Democracy,Europe,4525.0391,Liberal Democracy
Hungary,1997,60900,0.773,Unified coalition control,Liberal Democracy,Europe,4596.1826,Liberal Democracy
Hungary,1998,59200,0.771,Unified coalition control,Liberal Democracy,Europe,4744.2123,Liberal Democracy
Hungary,1999,58800,0.763,Unified coalition control,Liberal Democracy,Europe,4793.4785,Liberal Democracy
Hungary,2000,55800,0.763,Unified coalition control,Liberal Democracy,Europe,4624.2817,Liberal Democracy
Hungary,2001,57000,0.763,Unified coalition control,Liberal Democracy,Europe,5276.0332,Liberal Democracy
Hungary,2002,56100,0.771,Unified coalition control,Liberal Democracy,Europe,6655.3330,Liberal Democracy
Hungary,2003,59100,0.777,Unified coalition control,Liberal Democracy,Europe,8421.1033,Liberal Democracy
Hungary,2004,57500,0.777,Unified coalition control,Liberal Democracy,Europe,10285.7936,Liberal Democracy
Hungary,2005,58000,0.770,Unified coalition control,Liberal Democracy,Europe,11200.5770,Liberal Democracy
Hungary,2006,57400,0.764,Unified coalition control,Liberal Democracy,Europe,11475.8227,Liberal Democracy
Hungary,2007,56000,0.778,Unified coalition control,Liberal Democracy,Europe,13918.9602,Liberal Democracy
Hungary,2008,54800,0.779,Unified coalition control,Liberal Democracy,Europe,15753.4733,Liberal Democracy
Hungary,2009,48500,0.782,Unified coalition control,Liberal Democracy,Europe,13046.4810,Liberal Democracy
Hungary,2010,50200,0.684,Unified party control,Electoral Democracy,Europe,13191.6213,Electoral Democracy
Hungary,2011,47800,0.658,Unified party control,Electoral Democracy,Europe,14216.1656,Electoral Democracy
Hungary,2012,44600,0.638,Unified party control,Electoral Democracy,Europe,12950.6865,Electoral Democracy
Hungary,2013,42100,0.583,Unified party control,Electoral Democracy,Europe,13687.5141,Electoral Democracy
Hungary,2014,42100,0.532,Unified party control,Electoral Democracy,Europe,14267.0122,Electoral Democracy
Iceland,1991,1770,0.791,Unified coalition control,Liberal Democracy,Europe,26802.9893,Liberal Democracy
Iceland,1992,1820,0.791,Unified coalition control,Liberal Democracy,Europe,27124.2743,Liberal Democracy
Iceland,1993,1980,0.791,Unified coalition control,Liberal Democracy,Europe,23579.7951,Liberal Democracy
Iceland,1994,2010,0.791,Unified coalition control,Liberal Democracy,Europe,24018.6312,Liberal Democracy
Iceland,1995,1950,0.790,Unified coalition control,Liberal Democracy,Europe,26633.5911,Liberal Democracy
Iceland,1996,2210,0.796,Unified coalition control,Liberal Democracy,Europe,27614.8733,Liberal Democracy
Iceland,1997,2100,0.796,Unified coalition control,Liberal Democracy,Europe,27919.1636,Liberal Democracy
Iceland,1998,2100,0.796,Unified coalition control,Liberal Democracy,Europe,31030.0536,Liberal Democracy
Iceland,1999,2070,0.792,Unified coalition control,Liberal Democracy,Europe,32381.6252,Liberal Democracy
Iceland,2000,2160,0.790,Unified coalition control,Liberal Democracy,Europe,32096.3723,Liberal Democracy
Iceland,2001,2100,0.790,Unified coalition control,Liberal Democracy,Europe,28897.4439,Liberal Democracy
Iceland,2002,2170,0.790,Unified coalition control,Liberal Democracy,Europe,32409.2162,Liberal Democracy
Iceland,2003,2170,0.794,Unified coalition control,Liberal Democracy,Europe,39476.6979,Liberal Democracy
Iceland,2004,2240,0.796,Unified coalition control,Liberal Democracy,Europe,47334.9307,Liberal Democracy
Iceland,2005,2230,0.793,Unified coalition control,Liberal Democracy,Europe,56794.8502,Liberal Democracy
Iceland,2006,2300,0.793,Unified coalition control,Liberal Democracy,Europe,57492.9343,Liberal Democracy
Iceland,2007,2310,0.801,Unified coalition control,Liberal Democracy,Europe,69495.7267,Liberal Democracy
Iceland,2008,2120,0.811,Unified coalition control,Liberal Democracy,Europe,56943.3705,Liberal Democracy
Iceland,2009,2050,0.811,Unified coalition control,Liberal Democracy,Europe,41301.2732,Liberal Democracy
Iceland,2010,1960,0.810,Unified coalition control,Liberal Democracy,Europe,43237.0730,Liberal Democracy
Iceland,2011,1880,0.810,Unified coalition control,Liberal Democracy,Europe,47714.5922,Liberal Democracy
Iceland,2012,1800,0.804,Unified coalition control,Liberal Democracy,Europe,45995.5479,Liberal Democracy
Iceland,2013,1900,0.787,Unified coalition control,Liberal Democracy,Europe,49804.9830,Liberal Democracy
Iceland,2014,1980,0.785,Unified coalition control,Liberal Democracy,Europe,54576.7448,Liberal Democracy
India,1991,658000,0.573,Divided party control,Electoral Democracy,South-East Asia,303.0556,Electoral Democracy
India,1992,699000,0.586,Divided party control,Electoral Democracy,South-East Asia,316.9539,Electoral Democracy
India,1993,724000,0.587,Divided party control,Electoral Democracy,South-East Asia,301.1590,Electoral Democracy
